gene_id,ENCFF082ICE,ENCFF197WCT,ENCFF467SQA,ENCFF474PTO,ENCFF620TAH,ENCFF763LKA,ENCFF778BJF
ENSG00000278989,38,11,11,25,11,12,21
ENSG00000151376,450,108,235,202,256,232,266
ENSG00000254731,3,1,4,1,2,0,2
ENSG00000255250,1,0,1,0,6,0,0
ENSG00000150687,27295,4990,8903,9370,10748,8334,10482
ENSG00000271318,1,0,1,3,1,0,0
ENSG00000197882,0,0,0,0,0,1,0
ENSG00000269895,13,1,1,0,1,2,2
ENSG00000255203,0,0,0,0,0,0,0
ENSG00000255471,8,1,2,1,1,7,1
ENSG00000280339,10,2,1,1,0,0,0
ENSG00000174804,473,182,185,322,150,333,131
ENSG00000246523,5,1,6,10,5,5,1
ENSG00000254748,0,1,1,1,0,1,1
ENSG00000166575,4615,1252,1437,2348,1799,1846,1613
ENSG00000277121,0,0,0,0,0,0,0
ENSG00000254843,0,0,0,0,0,0,0
ENSG00000279836,0,0,0,0,0,0,0
ENSG00000213287,0,0,0,0,0,2,0
ENSG00000270510,0,0,0,0,0,0,0
ENSG00000254582,0,0,3,0,0,1,0
ENSG00000255391,0,0,1,0,0,0,0
ENSG00000279701,0,0,0,0,0,0,0
ENSG00000278929,0,0,0,0,0,0,0
ENSG00000223015,0,0,0,0,0,0,0
ENSG00000255183,0,0,0,0,0,0,0
ENSG00000279341,0,0,0,0,0,0,0
ENSG00000254650,0,0,0,0,0,0,0
ENSG00000255022,0,0,0,0,0,0,0
ENSG00000279793,0,0,0,0,0,0,0
ENSG00000280307,0,0,0,0,0,0,0
ENSG00000254794,0,0,0,0,0,0,0
ENSG00000255516,0,0,0,0,0,0,0
ENSG00000255102,0,0,0,0,0,0,0
ENSG00000255241,0,0,0,0,0,0,0
ENSG00000206690,0,0,0,0,0,0,0
ENSG00000123892,44,9,24,13,24,14,28
ENSG00000277712,0,0,0,0,0,0,0
ENSG00000279733,0,0,0,0,0,0,0
ENSG00000266581,0,0,0,0,0,0,0
ENSG00000109861,4920,1143,1800,2033,2181,1608,1642
ENSG00000249489,12,2,7,1,2,5,7
ENSG00000168959,2,0,0,0,1,0,2
ENSG00000255082,0,0,0,0,0,0,0
ENSG00000207113,0,0,0,0,0,0,0
ENSG00000221130,0,0,0,0,0,0,0
ENSG00000077498,0,0,0,0,0,0,0
ENSG00000197692,0,0,0,1,0,0,1
ENSG00000279297,0,0,0,0,0,0,0
ENSG00000279603,0,0,0,0,0,0,0
ENSG00000086991,2,0,1,0,1,0,0
ENSG00000255295,0,0,0,0,0,0,0
ENSG00000279248,0,0,0,0,0,0,0
ENSG00000279697,0,0,0,0,0,0,0
ENSG00000255429,0,0,0,0,0,0,0
ENSG00000279045,0,0,0,0,0,0,0
ENSG00000279056,0,0,0,0,0,0,0
ENSG00000280201,0,0,0,0,0,0,0
ENSG00000134612,0,0,0,0,0,0,0
ENSG00000255385,0,0,0,0,0,0,0
ENSG00000279163,0,0,0,0,0,0,0
ENSG00000214414,0,0,0,0,0,0,0
ENSG00000255486,0,0,0,0,0,0,0
ENSG00000255540,0,0,0,0,0,0,0
ENSG00000234376,0,0,0,0,0,0,0
ENSG00000254971,0,0,0,0,0,0,0
ENSG00000255170,0,0,0,0,0,0,0
ENSG00000204456,0,0,0,0,0,0,0
ENSG00000254751,0,0,0,0,0,0,0
ENSG00000255162,0,0,0,0,0,0,0
ENSG00000255285,0,0,0,0,0,0,0
ENSG00000168930,0,0,1,0,0,0,0
ENSG00000250946,0,0,0,0,0,0,0
ENSG00000166013,0,0,0,0,0,1,0
ENSG00000204455,0,0,0,0,0,0,0
ENSG00000254558,0,0,0,0,0,0,0
ENSG00000189253,0,0,0,0,0,0,0
ENSG00000255235,0,0,0,0,0,0,0
ENSG00000254617,0,0,0,0,0,0,0
ENSG00000254785,0,0,0,0,0,0,0
ENSG00000255055,0,0,0,0,0,0,0
ENSG00000223417,0,0,0,0,0,0,0
ENSG00000233802,0,0,0,0,0,0,0
ENSG00000254818,0,0,0,0,0,0,0
ENSG00000278837,0,0,0,0,0,0,0
ENSG00000255360,0,0,0,0,0,0,0
ENSG00000254655,0,0,0,0,0,0,0
ENSG00000204450,0,0,0,0,0,0,0
ENSG00000255305,0,0,0,0,0,0,0
ENSG00000237706,0,0,0,0,0,0,0
ENSG00000225581,0,0,0,0,0,0,1
ENSG00000255184,0,0,0,0,0,0,0
ENSG00000204449,0,0,0,0,0,0,0
ENSG00000254803,0,0,0,0,0,0,0
ENSG00000254916,0,0,0,0,0,0,0
ENSG00000223709,0,0,0,0,0,0,0
ENSG00000255011,0,0,0,0,0,0,0
ENSG00000254888,0,0,0,0,0,0,0
ENSG00000255009,0,0,0,0,0,0,0
ENSG00000254436,0,0,0,0,0,0,0
ENSG00000207299,0,0,0,0,0,0,0
ENSG00000279299,0,0,0,0,0,0,0
ENSG00000077616,2,1,1,0,0,0,0
ENSG00000280385,0,0,0,0,0,0,0
ENSG00000110172,12117,1476,3522,2662,3994,2553,3767
ENSG00000280367,12,12,7,17,17,18,7
ENSG00000261645,0,0,0,0,0,0,0
ENSG00000214391,72,29,50,35,49,38,65
ENSG00000223101,0,0,0,0,0,0,0
ENSG00000266703,0,0,0,0,0,0,0
ENSG00000280430,0,0,0,0,0,0,0
ENSG00000221586,0,0,0,0,0,0,0
ENSG00000280085,0,0,0,0,0,0,0
ENSG00000279209,0,0,0,0,0,0,0
ENSG00000279438,0,0,0,0,0,0,0
ENSG00000254677,1,0,1,3,0,0,1
ENSG00000255070,0,0,0,0,0,1,0
ENSG00000255187,0,0,0,0,0,0,0
ENSG00000280124,0,0,0,0,0,0,0
ENSG00000278980,0,0,0,0,0,0,0
ENSG00000280093,0,0,0,0,0,0,0
ENSG00000255332,0,0,0,0,0,0,0
ENSG00000254961,0,0,0,0,0,0,0
ENSG00000278859,0,0,0,0,0,0,0
ENSG00000242248,0,0,2,0,0,0,1
ENSG00000235547,0,0,0,0,0,0,0
ENSG00000165323,397,73,203,115,155,81,139
ENSG00000249255,0,0,1,0,0,0,1
ENSG00000254705,0,0,0,0,0,0,0
ENSG00000244244,0,0,0,0,0,0,0
ENSG00000255506,0,0,0,0,0,0,0
ENSG00000255127,0,0,0,0,0,0,0
ENSG00000255287,0,0,0,0,0,0,0
ENSG00000254874,0,0,0,0,0,0,0
ENSG00000134640,0,0,0,0,0,0,0
ENSG00000242807,0,0,0,0,0,1,0
ENSG00000278892,0,0,0,0,0,0,0
ENSG00000279304,0,0,0,0,0,0,0
ENSG00000180773,3575,798,1220,1553,1524,1355,1599
ENSG00000255445,0,0,0,0,0,0,0
ENSG00000280379,0,0,0,0,0,0,0
ENSG00000279269,0,0,0,0,0,0,0
ENSG00000233737,0,0,0,0,0,0,0
ENSG00000255233,0,0,0,0,0,0,0
ENSG00000279684,0,0,0,0,1,0,0
ENSG00000165325,0,0,0,1,3,1,1
ENSG00000221565,0,0,0,0,0,0,0
ENSG00000166002,311,58,79,97,108,123,141
ENSG00000234106,3,5,3,9,4,4,4
ENSG00000240202,0,0,0,0,0,0,0
ENSG00000279454,0,0,0,0,0,0,0
ENSG00000278953,0,0,0,0,0,0,0
ENSG00000255515,0,0,0,0,0,0,0
ENSG00000166004,2948,531,924,1006,958,866,863
ENSG00000199875,0,0,0,0,0,0,1
ENSG00000254911,12,7,17,16,9,23,12
ENSG00000275146,0,0,0,0,0,0,0
ENSG00000273885,0,0,0,0,0,0,0
ENSG00000279696,114,45,66,100,47,74,66
ENSG00000166012,7163,2118,2385,3736,2700,3530,2253
ENSG00000207112,0,0,0,0,0,0,0
ENSG00000206799,0,0,0,0,0,0,0
ENSG00000202314,32,8,13,28,11,13,18
ENSG00000206834,0,0,0,0,0,0,0
ENSG00000207304,0,0,0,0,0,0,0
ENSG00000281293,0,0,0,0,0,0,0
ENSG00000239195,0,0,0,0,0,0,0
ENSG00000207145,0,0,0,0,0,0,0
ENSG00000221170,0,0,0,0,0,0,0
ENSG00000210825,0,0,0,0,0,0,0
ENSG00000182919,1800,680,755,1579,993,1324,882
ENSG00000042429,1681,427,600,806,745,821,691
ENSG00000214376,5,0,1,1,0,1,4
ENSG00000206911,0,0,0,0,0,0,0
ENSG00000255995,0,0,0,0,0,0,0
ENSG00000256752,1,0,0,1,0,1,0
ENSG00000181333,1,0,0,0,0,0,0
ENSG00000227593,0,0,0,0,0,0,0
ENSG00000110218,1189,595,424,981,503,999,513
ENSG00000256745,23,8,28,24,19,26,26
ENSG00000250519,9,1,4,7,5,2,2
ENSG00000183560,0,0,1,0,0,0,0
ENSG00000123901,12,4,9,4,7,4,10
ENSG00000020922,2673,545,936,1170,1054,1047,856
ENSG00000221230,2,0,2,2,0,2,1
ENSG00000255893,121,20,33,30,30,42,20
ENSG00000168876,922,217,252,427,379,412,295
ENSG00000257057,0,0,0,0,0,0,0
ENSG00000134627,14,12,13,15,14,14,13
ENSG00000196371,267,67,91,134,130,107,119
ENSG00000255929,0,0,0,0,0,0,0
ENSG00000280167,0,0,2,2,1,0,0
ENSG00000233536,0,0,0,0,0,1,0
ENSG00000255666,0,0,0,0,0,0,0
ENSG00000166025,3093,487,1329,979,1253,902,1098
ENSG00000256469,0,0,0,0,0,0,0
ENSG00000213368,0,0,0,0,0,0,0
ENSG00000150316,1832,553,692,856,897,887,847
ENSG00000186280,74,13,28,45,28,33,34
ENSG00000255653,0,0,0,0,0,0,0
ENSG00000235268,3,0,0,0,0,0,0
ENSG00000274486,0,0,0,0,0,0,0
ENSG00000256779,0,0,0,0,0,1,0
ENSG00000257012,0,0,0,0,0,0,0
ENSG00000255855,0,0,0,0,0,0,0
ENSG00000277984,0,0,0,0,0,0,0
ENSG00000263465,1866,402,617,891,656,739,698
ENSG00000149218,2824,786,895,1558,784,1195,875
ENSG00000270689,2,0,0,3,0,4,3
ENSG00000270578,0,0,0,0,0,0,1
ENSG00000245552,3,0,3,2,2,4,1
ENSG00000149212,1091,291,566,513,547,336,560
ENSG00000276602,0,0,0,0,0,0,0
ENSG00000201204,0,0,0,0,0,0,0
ENSG00000250390,0,0,0,0,0,0,0
ENSG00000255605,0,0,0,0,0,0,0
ENSG00000273600,0,0,0,0,0,0,0
ENSG00000077458,1912,438,605,970,800,793,643
ENSG00000166037,2336,490,863,927,980,853,859
ENSG00000087053,8028,2299,2446,4480,3033,3376,3008
ENSG00000222578,2,0,0,0,2,0,0
ENSG00000242993,0,0,0,0,0,0,0
ENSG00000184384,546,231,273,476,203,361,242
ENSG00000216073,1,0,0,0,0,0,0
ENSG00000266192,0,0,0,0,0,0,0
ENSG00000149231,2563,626,890,1170,907,986,1000
ENSG00000183340,829,203,361,417,368,424,356
ENSG00000255679,0,0,0,0,0,0,0
ENSG00000200411,0,0,0,0,0,0,0
ENSG00000256684,0,0,0,0,0,0,0
ENSG00000254587,0,0,0,0,0,0,0
ENSG00000255376,0,0,0,0,0,0,0
ENSG00000255205,0,0,0,0,0,0,0
ENSG00000270753,0,0,0,0,0,0,0
ENSG00000255039,0,0,0,0,0,0,0
ENSG00000199315,0,0,0,0,0,0,0
ENSG00000255502,0,0,0,0,0,0,0
ENSG00000254555,0,0,0,0,0,0,0
ENSG00000255380,0,0,0,0,0,0,0
ENSG00000254939,0,0,1,1,0,0,0
ENSG00000254599,0,0,0,0,0,0,0
ENSG00000254830,0,0,0,0,0,0,0
ENSG00000149972,2,0,1,0,0,0,0
ENSG00000223269,0,0,0,0,0,0,0
ENSG00000266616,0,0,0,0,0,0,0
ENSG00000255547,1,0,1,1,0,0,4
ENSG00000242165,0,0,0,0,0,0,0
ENSG00000255059,1,1,1,0,2,0,1
ENSG00000248027,12,0,2,2,6,7,2
ENSG00000165895,2519,334,759,710,959,569,879
ENSG00000265208,0,0,0,0,0,0,0
ENSG00000200047,0,0,0,0,0,0,0
ENSG00000170647,493,69,122,161,177,115,153
ENSG00000082175,0,0,0,0,0,0,0
ENSG00000255504,0,0,0,0,0,1,0
ENSG00000137672,85,24,36,44,29,53,43
ENSG00000263885,0,0,0,0,0,0,0
ENSG00000254506,0,0,0,1,0,1,0
ENSG00000254534,0,0,0,0,0,1,0
ENSG00000187151,1,11,1,3,0,9,1
ENSG00000110318,765,183,329,332,329,282,292
ENSG00000137691,368,102,141,173,167,167,168
ENSG00000274097,0,0,0,0,0,0,0
ENSG00000260008,0,1,1,0,0,1,0
ENSG00000277459,4,3,2,1,1,5,2
ENSG00000137693,10811,3225,3394,5967,3982,5103,3848
ENSG00000254422,0,0,0,0,0,0,0
ENSG00000243777,0,2,1,0,1,0,0
ENSG00000270868,0,0,0,0,0,0,0
ENSG00000271600,0,0,0,0,0,0,0
ENSG00000212466,0,0,0,0,0,0,0
ENSG00000023445,4404,2186,1120,4285,882,3365,1208
ENSG00000110330,5963,1222,1610,2364,1932,2040,1817
ENSG00000152558,36371,7286,11144,15023,13186,10726,11783
ENSG00000255337,4,2,3,2,0,1,0
ENSG00000255482,0,0,0,0,0,0,0
ENSG00000137673,335,103,324,143,314,237,174
ENSG00000137674,1,0,0,0,0,0,0
ENSG00000256916,0,0,0,0,0,0,0
ENSG00000281655,1,0,1,0,0,0,0
ENSG00000137675,0,0,0,0,0,0,0
ENSG00000118113,0,0,0,0,0,0,0
ENSG00000255282,22,1,9,6,4,6,5
ENSG00000225678,0,0,0,0,0,0,0
ENSG00000256254,0,0,0,0,0,0,0
ENSG00000166670,13,3,3,2,1,7,3
ENSG00000196611,1,0,1,1,3,0,0
ENSG00000256035,0,0,0,0,0,0,1
ENSG00000149968,0,0,0,0,1,0,0
ENSG00000262406,0,0,0,0,0,0,0
ENSG00000255469,0,0,0,1,0,0,0
ENSG00000238562,0,0,0,0,0,0,0
ENSG00000137745,0,0,0,0,0,0,0
ENSG00000276521,0,0,0,0,0,0,0
ENSG00000239861,0,0,0,0,0,0,0
ENSG00000260966,208,69,61,112,75,77,64
ENSG00000137692,4853,949,1265,1734,1357,1391,1406
ENSG00000187240,3814,687,1248,1437,1029,935,982
ENSG00000254895,0,0,0,0,0,0,0
ENSG00000254931,0,0,0,0,0,0,0
ENSG00000255417,0,0,0,0,0,0,0
ENSG00000255350,1,3,2,0,2,7,2
ENSG00000254565,0,0,0,0,0,0,0
ENSG00000253245,0,0,0,0,0,0,0
ENSG00000254824,0,0,0,0,0,0,0
ENSG00000254987,1,0,1,0,0,0,1
ENSG00000264200,0,0,0,0,0,0,0
ENSG00000170962,3258,726,1361,1372,1783,1267,1352
ENSG00000255548,0,0,0,0,0,0,0
ENSG00000170967,0,0,0,0,0,0,0
ENSG00000256422,0,0,0,0,0,0,0
ENSG00000270449,0,0,0,0,0,0,0
ENSG00000254569,0,0,0,0,0,0,0
ENSG00000204403,0,0,0,0,0,0,0
ENSG00000235505,0,0,0,0,0,0,0
ENSG00000196954,92,19,86,37,49,45,59
ENSG00000137757,0,0,2,0,0,0,0
ENSG00000137752,1,0,2,1,3,1,1
ENSG00000204397,0,0,0,0,0,0,1
ENSG00000254750,0,0,0,0,0,0,0
ENSG00000255221,0,0,0,0,0,0,0
ENSG00000255430,0,0,0,0,0,0,0
ENSG00000255501,0,0,0,0,0,0,0
ENSG00000254998,0,0,0,0,0,0,0
ENSG00000254767,0,0,0,0,0,0,0
ENSG00000255336,0,0,0,0,0,0,0
ENSG00000278640,0,0,0,0,0,0,0
ENSG00000152578,0,0,0,0,0,0,0
ENSG00000255403,1,0,0,0,0,0,0
ENSG00000222663,0,0,0,0,0,0,0
ENSG00000263371,0,0,0,0,0,0,0
ENSG00000252081,0,0,0,0,0,0,0
ENSG00000170903,1650,551,580,914,703,839,638
ENSG00000182359,195,35,67,57,68,59,54
ENSG00000149313,9424,2031,2720,3774,3261,2908,2900
ENSG00000254433,0,0,0,0,0,0,0
ENSG00000254580,0,0,0,0,0,0,0
ENSG00000281713,0,0,0,0,0,0,0
ENSG00000254811,0,0,0,0,0,0,0
ENSG00000255065,0,0,0,0,0,0,0
ENSG00000152402,94,7,39,32,59,21,19
ENSG00000264542,0,0,0,0,0,0,0
ENSG00000274584,2,0,0,1,0,0,0
ENSG00000213252,2,1,4,4,1,6,2
ENSG00000255353,0,0,0,0,0,0,0
ENSG00000261098,67,17,26,40,21,17,25
ENSG00000152404,834,139,303,302,341,331,384
ENSG00000225215,1,1,4,6,3,3,8
ENSG00000137760,1293,253,381,477,427,423,465
ENSG00000270969,0,0,0,0,0,0,0
ENSG00000110675,11,1,4,1,2,3,5
ENSG00000255483,0,0,0,0,0,0,0
ENSG00000273930,0,0,0,0,0,0,0
ENSG00000254758,0,0,0,0,0,0,0
ENSG00000170290,39,22,16,40,15,32,29
ENSG00000254702,7,3,5,2,0,1,1
ENSG00000110660,2985,966,1080,1546,1110,1798,1345
ENSG00000240652,21,4,18,17,17,19,30
ENSG00000179331,131,9,50,20,40,20,34
ENSG00000276237,0,0,0,0,0,0,0
ENSG00000166266,6541,1536,2032,2992,2380,2472,2169
ENSG00000200855,0,0,0,0,0,0,0
ENSG00000255467,0,0,1,0,0,0,0
ENSG00000075239,4651,1048,1604,1960,1948,2105,1884
ENSG00000149308,2935,574,1024,1233,1152,1001,948
ENSG00000149311,9739,1598,3302,3334,2722,2471,2371
ENSG00000206967,0,0,0,0,0,0,0
ENSG00000166323,4,0,2,2,3,2,2
ENSG00000221607,0,0,0,0,0,0,0
ENSG00000178202,3166,574,949,1099,1081,998,1079
ENSG00000110723,20,4,15,16,8,10,10
ENSG00000178105,3404,602,1188,1168,1195,999,1174
ENSG00000240698,0,0,0,0,0,0,0
ENSG00000254730,0,0,0,0,0,0,0
ENSG00000255379,0,0,0,0,0,0,0
ENSG00000203334,0,0,0,0,0,0,0
ENSG00000255528,0,0,0,0,0,0,0
ENSG00000201243,0,0,0,0,0,0,0
ENSG00000200613,0,0,0,0,0,0,0
ENSG00000264997,0,0,0,0,0,0,0
ENSG00000255028,0,0,0,0,0,0,0
ENSG00000185742,0,1,0,2,0,0,0
ENSG00000254890,0,0,0,0,0,0,0
ENSG00000254482,0,0,0,0,0,0,0
ENSG00000254659,0,0,0,0,0,0,0
ENSG00000254798,3,0,5,1,0,3,1
ENSG00000224776,0,0,0,0,0,0,0
ENSG00000270423,0,0,1,0,0,0,0
ENSG00000255210,0,0,3,0,0,1,2
ENSG00000149289,1795,679,669,1393,608,1146,598
ENSG00000137710,66786,13319,19049,29817,21986,21320,20620
ENSG00000254416,79,29,24,39,23,29,24
ENSG00000137714,5936,1341,1224,2835,1587,1755,1540
ENSG00000137727,2,2,0,0,0,0,0
ENSG00000233497,2,0,1,1,0,0,0
ENSG00000255149,0,0,0,0,0,0,0
ENSG00000200168,0,0,0,0,0,0,0
ENSG00000271390,0,0,0,0,0,0,0
ENSG00000271584,0,0,0,0,0,0,0
ENSG00000239354,0,0,0,0,0,0,0
ENSG00000270202,0,0,0,0,0,0,0
ENSG00000150750,0,0,0,0,0,0,0
ENSG00000196167,6,1,2,3,3,2,0
ENSG00000214290,40,10,21,21,19,24,22
ENSG00000264032,0,0,0,0,0,0,0
ENSG00000110777,0,0,1,0,0,0,0
ENSG00000253099,0,0,0,0,0,0,0
ENSG00000255428,0,0,0,0,0,0,0
ENSG00000255208,0,0,0,0,0,0,0
ENSG00000255093,0,0,0,0,0,0,0
ENSG00000137707,10,2,2,2,3,2,5
ENSG00000207811,0,0,0,0,0,0,0
ENSG00000207562,0,1,1,0,0,0,0
ENSG00000254980,1,1,0,2,1,1,0
ENSG00000183644,0,0,0,0,0,0,0
ENSG00000204381,538,83,158,131,181,126,360
ENSG00000170145,2063,384,769,791,765,710,764
ENSG00000235286,1,1,5,4,2,13,7
ENSG00000223324,1,0,0,0,0,0,0
ENSG00000137713,3623,814,1201,1580,1152,1310,1335
ENSG00000254990,5,3,3,4,5,6,1
ENSG00000086848,493,171,160,277,224,230,208
ENSG00000258529,0,0,0,0,0,0,0
ENSG00000254450,0,0,0,0,0,0,0
ENSG00000254949,0,0,0,0,0,0,0
ENSG00000255561,335,77,91,101,134,126,104
ENSG00000137720,640,124,232,259,231,230,259
ENSG00000176343,0,0,1,0,1,1,1
ENSG00000109846,499,230,188,457,150,394,319
ENSG00000170276,0,0,0,1,0,0,0
ENSG00000254445,0,0,0,0,0,0,0
ENSG00000149300,0,0,0,0,0,0,0
ENSG00000150764,2446,712,753,1351,896,1077,887
ENSG00000238965,0,0,0,0,0,0,0
ENSG00000255286,0,0,0,0,0,0,0
ENSG00000255334,0,0,0,0,0,0,1
ENSG00000150768,6052,1579,1745,3094,2193,2320,2132
ENSG00000230911,0,1,0,0,0,0,0
ENSG00000238444,0,0,0,0,0,0,0
ENSG00000271025,0,0,0,0,0,0,0
ENSG00000150773,57,16,13,24,15,13,24
ENSG00000150776,2398,484,752,903,791,808,796
ENSG00000150779,685,207,346,312,355,382,379
ENSG00000204370,3454,927,1228,1599,1230,1449,1370
ENSG00000255292,0,0,0,0,2,0,0
ENSG00000150782,8991,3089,3361,4422,3866,4439,3833
ENSG00000254638,0,0,0,0,0,0,0
ENSG00000150783,0,1,0,1,0,0,0
ENSG00000197580,50,30,27,46,39,56,31
ENSG00000214264,4,4,3,6,0,11,6
ENSG00000255231,0,1,0,0,0,0,0
ENSG00000243930,0,0,0,0,0,0,0
ENSG00000150787,1866,473,576,867,659,676,641
ENSG00000243250,1,0,0,0,5,1,2
ENSG00000215954,0,1,0,0,0,0,0
ENSG00000188771,0,0,0,0,0,0,0
ENSG00000268472,2,0,0,1,0,1,2
ENSG00000213234,0,1,1,0,1,4,2
ENSG00000250303,51,7,19,13,11,12,30
ENSG00000206772,0,0,0,0,0,0,0
ENSG00000254968,0,1,0,0,0,0,0
ENSG00000213233,0,0,0,0,0,0,0
ENSG00000255484,0,0,0,0,0,0,0
ENSG00000212397,0,0,0,0,0,0,0
ENSG00000254626,0,0,0,0,0,0,0
ENSG00000247416,0,0,0,0,0,0,0
ENSG00000149294,5,0,0,0,0,0,0
ENSG00000238998,0,0,0,0,0,0,0
ENSG00000227487,0,0,0,0,0,0,0
ENSG00000255129,4,1,3,0,1,2,2
ENSG00000149292,280,88,144,158,156,165,134
ENSG00000270179,21,8,13,12,12,12,9
ENSG00000170209,3,1,2,0,0,0,1
ENSG00000256757,0,0,0,0,0,0,0
ENSG00000149295,0,0,0,0,0,1,0
ENSG00000265140,0,0,0,0,0,0,0
ENSG00000166682,9,4,10,4,1,2,3
ENSG00000256091,0,0,0,0,0,0,0
ENSG00000086827,2846,670,873,1112,1041,1011,949
ENSG00000243353,2,0,0,1,1,0,0
ENSG00000257070,0,0,0,0,0,0,0
ENSG00000256603,2,0,1,0,0,1,0
ENSG00000228607,0,0,0,0,0,0,0
ENSG00000256167,3,2,0,2,1,4,3
ENSG00000255870,0,0,0,0,0,0,0
ENSG00000257101,0,0,0,0,0,0,0
ENSG00000048028,3361,670,1238,1281,1370,1209,1269
ENSG00000256452,0,0,0,0,0,0,0
ENSG00000255710,6,0,2,1,3,2,2
ENSG00000201687,0,0,0,0,0,0,0
ENSG00000149305,0,0,0,0,0,0,0
ENSG00000166736,0,0,0,0,0,0,1
ENSG00000109906,0,3,0,4,0,10,0
ENSG00000221112,0,0,0,0,0,0,0
ENSG00000256947,0,0,0,0,0,0,0
ENSG00000166741,4814,3651,2036,6091,2450,6882,2109
ENSG00000280653,0,0,0,0,0,0,0
ENSG00000256195,0,1,0,0,0,0,0
ENSG00000180425,294,58,107,110,127,115,126
ENSG00000076053,1351,271,458,587,490,531,499
ENSG00000255663,7,2,1,4,3,2,0
ENSG00000076043,2720,727,1004,1239,1247,1273,1160
ENSG00000256533,1,1,0,0,0,2,0
ENSG00000255982,0,0,0,0,0,0,0
ENSG00000270204,0,0,0,0,0,0,0
ENSG00000095110,0,0,0,0,0,0,0
ENSG00000238724,0,0,0,0,0,0,0
ENSG00000137634,0,0,0,0,1,0,1
ENSG00000256674,0,0,0,0,1,1,1
ENSG00000204361,0,0,3,0,0,0,2
ENSG00000252870,0,0,0,0,0,0,0
ENSG00000182985,5147,1026,1698,2047,1830,1738,1694
ENSG00000256972,0,0,0,0,0,0,0
ENSG00000255580,0,0,0,0,0,0,0
ENSG00000256315,0,0,0,0,0,0,0
ENSG00000256281,0,0,0,0,0,0,0
ENSG00000257087,17,8,14,4,14,5,30
ENSG00000255903,0,0,0,0,0,0,0
ENSG00000255689,0,0,0,0,0,0,0
ENSG00000239153,0,0,0,0,0,0,0
ENSG00000255599,0,0,0,0,0,0,0
ENSG00000260254,0,0,0,0,0,0,0
ENSG00000279771,0,0,0,0,0,0,0
ENSG00000256717,0,0,0,0,0,0,0
ENSG00000279818,0,0,0,0,0,0,0
ENSG00000246100,3,0,0,0,0,1,0
ENSG00000257067,0,0,0,0,0,0,0
ENSG00000281717,0,0,0,0,0,0,0
ENSG00000244259,0,0,0,0,0,1,0
ENSG00000239600,0,0,0,0,0,1,0
ENSG00000236437,0,0,0,0,0,0,0
ENSG00000278945,0,0,0,0,0,0,1
ENSG00000237937,0,0,0,0,0,0,0
ENSG00000137656,466,105,167,221,215,229,217
ENSG00000226645,0,0,0,1,0,1,1
ENSG00000109917,2343,752,1017,1103,1124,1292,1216
ENSG00000110243,0,0,0,1,0,0,0
ENSG00000236267,0,0,0,0,0,0,0
ENSG00000110244,0,0,0,0,0,0,0
ENSG00000110245,0,0,0,0,0,0,0
ENSG00000118137,2,0,2,1,0,2,0
ENSG00000235910,0,0,0,0,0,0,0
ENSG00000160584,1381,302,576,548,542,521,535
ENSG00000231865,17,3,8,2,2,1,4
ENSG00000264344,0,0,0,0,0,0,0
ENSG00000200537,0,0,0,0,0,0,0
ENSG00000234268,1,1,1,2,2,1,3
ENSG00000224077,0,0,0,0,0,1,0
ENSG00000225236,0,0,1,0,0,0,0
ENSG00000254851,1,0,0,2,0,0,2
ENSG00000254678,0,0,0,0,0,0,0
ENSG00000168092,12532,3253,4497,5974,5079,5327,4833
ENSG00000149577,376,143,234,213,221,261,205
ENSG00000149591,4508,1027,1708,1624,1540,1848,2135
ENSG00000160613,828,260,415,450,368,454,376
ENSG00000280143,41,14,14,16,15,9,11
ENSG00000167257,918,230,358,404,436,484,362
ENSG00000252992,2,2,1,0,2,0,1
ENSG00000186318,880,236,296,427,338,455,360
ENSG00000278768,71,12,33,17,11,25,17
ENSG00000276505,0,1,0,1,0,1,0
ENSG00000110274,1147,283,443,463,395,452,450
ENSG00000250699,0,0,0,0,0,0,0
ENSG00000271412,0,0,0,1,0,0,1
ENSG00000177103,27,9,7,10,14,24,26
ENSG00000279586,0,0,0,0,0,0,0
ENSG00000270403,0,0,0,0,0,0,0
ENSG00000137731,31,7,13,3,17,10,23
ENSG00000254844,0,0,0,0,0,0,0
ENSG00000137726,5,0,3,2,7,2,4
ENSG00000255245,0,0,0,0,0,0,0
ENSG00000254528,0,0,1,0,0,0,0
ENSG00000137747,0,0,1,0,2,0,0
ENSG00000110324,0,0,0,0,1,0,0
ENSG00000280008,0,0,0,0,0,0,0
ENSG00000255274,0,0,0,0,0,0,0
ENSG00000279906,0,0,0,0,0,0,0
ENSG00000272075,0,0,0,0,0,0,0
ENSG00000137648,0,0,0,0,0,0,0
ENSG00000177098,2,0,0,1,0,1,4
ENSG00000149575,0,0,0,0,0,0,0
ENSG00000160593,0,0,0,0,0,0,0
ENSG00000255163,0,0,0,0,0,0,0
ENSG00000160588,144,34,53,63,68,53,68
ENSG00000149573,5,0,1,0,2,1,1
ENSG00000280032,0,0,0,0,0,0,0
ENSG00000198851,0,0,0,0,0,0,0
ENSG00000254992,0,0,0,0,0,0,0
ENSG00000167286,0,0,0,0,0,0,0
ENSG00000160654,0,0,0,0,0,0,0
ENSG00000110344,7222,1734,2501,3420,2802,2805,2604
ENSG00000254873,0,0,1,0,2,0,1
ENSG00000167283,2255,623,983,1180,1066,1171,1302
