NAME	REGIONS	BP	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21/mESC_RAD21_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A/mESC_ARID1A_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_ELL2_rep1/mESC_ELL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_POL2_rep1/mESC_POL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300/mESC_P300_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7/mESC_CHD7_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL/mESC_NIPBL_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3/mESC_SMC3_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1/mESC_MED1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12/mESC_MED12_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1/mESC_SMC1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_SOX2_rep1/mESC_SOX2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK8_rep1/mESC_CDK8_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_NANOG_rep1/mESC_NANOG_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_OCT4_rep1/mESC_OCT4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_RONIN_rep1/mESC_RONIN_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_MBD3_rep1/mESC_MBD3_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_CBP_rep1/mESC_CBP_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG1/mESC_STAG1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG2/mESC_STAG2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE20530/peak_call/mESC_NELFA_rep1/mESC_NELFA_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE20530/peak_call/mESC_POL2SER5_rep1/mESC_POL2SER5_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE21917/peak_call/mESC_POL2SER7_rep1/mESC_POL2SER7_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE116603/peak_call/mESC_RING1B_rep1/mESC_RING1B_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE116603/peak_call/mESC_SUZ12_rep1/mESC_SUZ12_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE99518/peak_call/mESC_YY1_rep1/mESC_YY1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE94300_A/peak_call/mESC_EZH2/mESC_EZH2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE94300_A/peak_call/mESC_MTF2/mESC_MTF2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE94300_B/peak_call/mESC_JARID2/mESC_JARID2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30203/peak_call/mESC_CTCF/mESC_CTCF_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30203/peak_call/mESC_POL2/mESC_POL2_peaks.narrowPeak.bed
output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL/mESC_NIPBL_peaks.narrowPeak.bed	39	9755	0.7992777719344355	0.9738810075141565	0.4680744195278115	0.9993825537283384	0.4370666568840826	0	0.4722558982655388	0.8943500226159876	0.6563071072882806	0.6586593847854382	1.0	0.07537269544293244	0.7415563813314341	0.7505263211483593	0.28892613793354466	0.3675604741033294	0.9158395576360921	0.4155862633566531	0.7085198856057071	0.9913168856672873	0.6368390585276574	0.5023409316910776	0.6592655217456509	0.6785348600376002	0.7243755499481758	0.7995778736015451	1.0	0.8239119684116714	0.9402446900576712	0.8910673741317826	0.054678230348751224	0.027776261468124144	0.6055092722200975	0	0	0.6293354964319116	0.353486037885539	0.7844089053173571
output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3/mESC_SMC3_peaks.narrowPeak.bed	6710	1741692	0.9811010836843116	0.7740074447984622	0.03719114013692967	0.43912176271443376	0.005076259578848866	0.009590824033930254	0.005902246543385917	0.1439538728105738	0.014439985092841424	0.13293300136758487	0.07537269544293244	1.0	0.020214002434987534	0.02439298516574775	0.8835592559651264	0.0058734742363685324	0.44582018948177177	0.002590600037341829	0.0896953144399991	0.5903667384193643	0.039532035881062376	0.06290949932330737	0.08391704051839466	0.20663451321133164	0.9927967548879538	0.9834876367148483	0.7596670784234113	0.13876980227026492	0.11217397333471252	0.1346432619489504	0.03635069003397371	0.08397813680668527	0.04347243997137384	0.0385121560277525	0.027923308661457036	0.17321058585155452	0.9990472740018718	0.06103852336390323
output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1/mESC_MED1_peaks.narrowPeak.bed	1663	636693	0.5584107774969965	0.925434841577896	0.6650331820348918	0.9277450530822839	0.5472516547127212	0.03804797542012113	0.36957433357258246	0.7278940721282091	0.6088018399801631	0.7353148283057669	0.7415563813314341	0.020214002434987534	1.0	0.7382936986280442	0.06335935881067419	0.5395616076444811	0.9709919682661948	0.5774961336374477	0.7447084797742063	0.9498301935072035	0.12506799857460457	0.37219411591346874	0.7861860534119715	0.5494082348806888	0.5181779379978018	0.6651053186562865	0.9928869171542615	0.6089363033445091	0.7235840784507497	0.8131401698702385	0.02078504884736833	0.015320411030969441	0.31351554811859383	-0.7535854272609613	-0.8480204219762639	0.24540836199551422	0.15076032843509513	0.5778535522254603
output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12/mESC_MED12_peaks.narrowPeak.bed	2543	833472	0.5890615154570001	0.9524612315249046	0.7660036892050255	0.9224309207643518	0.49614276578349886	0.056309995078057326	0.30222920278497467	0.6758235888245903	0.693116701199688	0.8069568367238381	0.7505263211483593	0.02439298516574775	0.7382936986280442	1.0	0.06749154260615159	0.6793444371282852	0.9823749031551804	0.708304942563825	0.8561290922693516	0.9503980701889003	0.10826482552771456	0.43584526001224233	0.8694149772502603	0.6019959594446714	0.5430188125371945	0.7273381113985582	0.9953301409198791	0.5683859721634168	0.6424633440285972	0.7132802214640245	0.013745074982682657	0.01883012513451747	0.3355488715990987	-0.6385383470191779	-0.7288864020363349	0.224285425189183	0.16173472608750392	0.5085968535136044
output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1/mESC_SMC1_peaks.narrowPeak.bed	5299	1359388	0.9799195407459871	0.78869562175666	0.07129198978620425	0.4720395095353372	0.022124603602406347	0.016641604491587005	0.023953492378644938	0.16784317166023174	0.044303259182419494	0.16305243990862586	0.28892613793354466	0.8835592559651264	0.06335935881067419	0.06749154260615159	1.0	0.035627245016558076	0.4867043073071158	0.03491443073494077	0.12612570023974246	0.6256695774148316	0.041099715882487176	0.08413704588591396	0.12009211699270375	0.23800579013444506	0.9901812735854394	0.9844458947603449	0.7825513423092632	0.16243202000125673	0.13668143599307794	0.15773810505141875	0.037599528471065666	0.08787874836534267	0.0615496444086126	0.03992144035785296	0.028046145687313045	0.18321537744958433	0.9853424923931724	0.07708118228360365
output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_SOX2_rep1/mESC_SOX2_rep1_peaks.narrowPeak.bed	17997	5619574	0.17849377742416742	0.6533797384928145	0.5172057160480868	0.4901371471347537	0.18474110856362363	0.031179568641477952	0.2848788897036644	0.17969604433880387	0.502729695556021	0.48797236175492864	0.3675604741033294	0.005873474236368533	0.539561607644481	0.6793444371282852	0.035627245016558076	1.0	0.4889906117261535	0.7572810964267592	0.8295713040310145	0.4082401923276679	0.02154217081459806	0.40025570132084254	0.40898756499296907	0.19132951271691873	0.16701888154356406	0.26301425841767206	0.5817578506260889	0.1522587866176684	0.16302836419317	0.1922046199448489	0.008110991883322913	0.017209698892576012	0.14929915741177163	0.009631462472411837	0.0061581544312831705	0.0774869732647567	0.04487966950163615	0.1113603297880613
output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK8_rep1/mESC_CDK8_rep1_peaks.narrowPeak.bed	36958	13604357	0.4016573467699834	0.8024609646182567	0.512437943683267	0.6638414126297484	0.4969711564898882	0.6884794970590583	0.8047438804972443	0.5326948101741016	0.6087699089089598	0.4318122577526118	0.9158395576360921	0.44582018948177177	0.9709919682661948	0.9823749031551804	0.4867043073071159	0.4889906117261535	1.0	0.3762048304961818	0.4660226988464855	0.6183285742956567	0.3723697461657187	0.6127509262155885	0.46722334446061003	0.5012818719032216	0.3763335547813765	0.4316498411184254	0.7796983949135305	0.47196904121187844	0.47513976480309345	0.5614844583455152	0.07539096738362536	0.10103652599867975	0.4625490859162212	0.07731702908709218	0.0759253006531741	0.20365581369180866	0.3047306781912075	0.4230275864047749
output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_NANOG_rep1/mESC_NANOG_rep1_peaks.narrowPeak.bed	26137	8560016	0.14017672916480467	0.5171439660263294	0.44734621475601477	0.38901974142123946	0.19938105376975065	0.04110956747982682	0.3016219381626484	0.13779566807757457	0.5461668794884301	0.38320696768742185	0.4155862633566531	0.00259060003734183	0.5774961336374477	0.708304942563825	0.03491443073494077	0.7572810964267593	0.3762048304961818	1.0	0.6681765120026134	0.3128853855708023	0.0244670446985569	0.4227362659888191	0.3167443407498898	0.17490686061151042	0.1288354324637756	0.20082000086944102	0.4692037528618862	0.11709460688043438	0.12666041964609365	0.15359376782517004	0.012125299270720596	0.020946883896663628	0.15692927650443053	0.011903314858905747	0.008218326834687926	0.06657948517158443	0.03216470733107933	0.08608466807255757
output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_OCT4_rep1/mESC_OCT4_rep1_peaks.narrowPeak.bed	34841	11777349	0.2216988691068728	0.6446023411423499	0.5836128408321978	0.4782404096676046	0.2704244122377558	0.25032697361498585	0.4670432281640776	0.26832876032547454	0.6090868854051916	0.4408763714552051	0.7085198856057071	0.0896953144399991	0.7447084797742063	0.8561290922693516	0.12612570023974246	0.8295713040310145	0.4660226988464855	0.6681765120026134	1.0	0.40852204538984527	0.14680599276927525	0.5714998416545478	0.41188503231375795	0.2956221762196001	0.1994451679328318	0.27061844843665905	0.5729955981905636	0.24141972668550674	0.24818602066504258	0.2880637569068429	0.027849933680327774	0.04431477358218056	0.2843074492448061	0.02887546379106107	0.026696299616171495	0.11367725264108068	0.10994429224090238	0.19294750462215557
output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	34467	11548581	0.5054380340347162	0.7942971268863923	0.41980680779699936	0.6617194832818599	0.44299682511090366	0.4362824520308067	0.7393473448140221	0.5182832506687589	0.5509381299800248	0.39068733549604423	0.9913168856672873	0.5903667384193643	0.9498301935072035	0.9503980701889003	0.6256695774148316	0.4082401923276679	0.6183285742956567	0.3128853855708023	0.40852204538984527	1.0	0.3559372852428872	0.6157516133181326	0.42666123580597803	0.47651449535991935	0.4655311495730455	0.5292771899842578	0.8412869086743695	0.45643230071435803	0.4932356755255425	0.5691904231041416	0.06049282462284459	0.08374537885030216	0.42822595718779616	0.03213510667324319	0.028655461830562036	0.16901404207128656	0.3604461968444947	0.39939330778774534
output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_RONIN_rep1/mESC_RONIN_rep1_peaks.narrowPeak.bed	10619	3057991	0.3894436221233143	0.5949337162357389	0.0929280552981723	0.5413448894337571	0.0896717708700222	0.15032367758835571	0.20010712863120875	0.5770040788389754	0.10849352080222208	0.16005638361426533	0.6368390585276574	0.039532035881062376	0.12506799857460457	0.10826482552771456	0.041099715882487176	0.021542170814598065	0.3723697461657187	0.0244670446985569	0.14680599276927528	0.3559372852428872	1.0	0.1884291553425924	0.2004543230727321	0.3317897091707647	0.33539323936141724	0.35894368736677534	0.6318949959321845	0.524533782191352	0.5469243213264028	0.602190049943978	0.2060552689112428	0.2227531996007656	0.1916483266768117	0.10397258581725717	0.0946249377730148	0.25993008497398185	0.2402162480107508	0.4967199013516522
output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_MBD3_rep1/mESC_MBD3_rep1_peaks.narrowPeak.bed	9856	2322415	0.5049279524185267	0.794085643128339	0.44737407062953566	0.6829988267948405	0.15811574059775246	0.12215712385324763	0.2132768758234975	0.465806491624748	0.32627783834878304	0.5310662053666889	0.5023409316910776	0.06290949932330736	0.37219411591346874	0.43584526001224233	0.08413704588591396	0.40025570132084254	0.6127509262155885	0.42273626598881914	0.5714998416545478	0.6157516133181326	0.1884291553425924	1.0	0.5047976265931648	0.39668326403648535	0.44325714566384783	0.5564940522628702	0.8622608460817481	0.44990995018653496	0.4781211461269937	0.5207400635191054	0.08544059466333565	0.10248583272305659	0.2083312904791431	0.004511311078865377	0.0007146974313653812	0.12892601408134235	0.21269866134922982	0.33776449997630986
